Point,Type,NAME,KIND,TELEPHONE,ADMINCODE,ADDRESS
"[[121.49732789999999, 30.892329494999966]]",7,南方国际景观广场,7380,,310120,金海公路
"[[121.15796975999999, 30.894074325000005]]",7,金山公园,7300,021-57311036,310116,公园路96号
"[[121.01937570000001, 30.89554690499999]]",7,桥英广场,7380,,310116,白牛路
"[[121.158891, 30.896454420000026]]",7,船子缘,7300,,310116,城中路
"[[121.15842984000003, 30.89859227999999]]",7,紫金广场,7380,,310116,万安街
"[[121.72845618, 30.899230919999983]]",7,平安社区文化广场,7380,,310120,堂前街
"[[121.80536208000004, 30.900752235000002]]",7,彩云二号舞台,7380,,310115,彩云路
"[[121.81970573999996, 30.903655275000038]]",7,彩云一号舞台,7380,,310115,
"[[121.45102001999997, 30.904050599999973]]",7,望春园,7300,,310120,菜场路167
"[[121.45851972000003, 30.90472694999998]]",7,江海法治广场,7380,,310120,
"[[121.45540032000002, 30.90500892000004]]",7,青春之歌,7380,,310120,江海路
"[[121.81241844, 30.90526163999999]]",7,鹤园,7380,,310115,鸿音路
"[[121.39556957999996, 30.905999415000014]]",7,冷泾广场,7380,,310120,
"[[121.39407918, 30.907008675000032]]",7,庄行暴动烈士纪念广场,7380,,310120,庄利路
"[[121.63350995999997, 30.90731436000001]]",7,奉城镇人口文化公园,7380,,310120,兰博路
"[[121.46194944000003, 30.910752044999963]]",7,育秀园,7380,,310120,育秀路
"[[121.64579351999996, 30.91232520000001]]",7,南门港公园,7380,,310120,新排路
"[[121.47759953999996, 30.91307197499998]]",7,奉秀园,7380,,310120,育秀东路
"[[121.47327540000002, 30.91426982999997]]",7,世纪星城中央公园,7380,,310120,育秀东路
"[[121.45701348, 30.914446904999966]]",7,东奉园,7380,,310120,南奉公路9588
"[[121.82355432, 30.914685810000016]]",7,泥城镇社区健身广场,7380,,310115,人民路
"[[121.45208130000003, 30.915745919999978]]",7,文化广场,7380,,310120,南桥路
"[[121.45856796000001, 30.91841851500004]]",7,古华园1号门,7300,021-57426291,310120,解放中路220号
"[[121.46183711999997, 30.919115790000003]]",7,古华园2号门,7300,,310120,解放中路220号
"[[121.45999193999998, 30.919771125000047]]",7,古华园,7300,021-57426291,310120,解放中路220号
"[[121.43434680000004, 30.920993730000042]]",7,馨悦广场,7380,,310120,
"[[121.45995197999996, 30.921300270000003]]",7,古华园3号门,7300,021-57426291,310120,古华园
"[[121.57607519999999, 30.926400119999993]]",7,青春广场,7380,,310120,
"[[121.68284436000002, 30.93026701500002]]",7,洪庙小公园,7300,,310120,川南奉公路
"[[121.12766279999997, 30.933979784999995]]",7,蔚盛盆景园,7300,,310117,西厍公路
"[[121.20974928000001, 30.934137554999992]]",7,泖港镇健康主题公园,7300,,310117,新宾路
"[[121.72398570000004, 30.939511049999975]]",7,天鹏文化广场,7380,,310120,鹏程东街
"[[121.72395581999996, 30.943838745000026]]",7,玉兰广场,7380,,310120,市场路
"[[121.64302529999998, 30.94933783500001]]",7,华盛文化广场,7380,,310120,
"[[121.90974192, 30.95761810499998]]",7,上海滨海森林公园南门,7300,,310115,
"[[121.15621944000003, 30.963379050000047]]",7,浦江之首,7300,,310117,
"[[121.39507422, 30.964663710000025]]",7,牡丹苑西门,7300,,310120,安中路
"[[121.39565363999998, 30.96477315000002]]",7,牡丹苑,7300,,310120,汇中东路
"[[121.39615314000002, 30.964912605000013]]",7,牡丹苑东门,7300,,310120,汇中东路
"[[121.90735602000004, 30.965440050000044]]",7,上海滨海森林公园,7300,021-58293030,310115,东大公路5366号
"[[121.90645997999997, 30.97487263499997]]",7,上海滨海森林公园北门,7300,021-58293030,310115,东大公路5366号
"[[121.74943535999996, 30.979004309999965]]",7,金团公园,7300,,310115,南团公路永晨路交界处
"[[121.86487313999996, 30.97983487500003]]",7,舒馨公园,7300,,310115,书院一号公寓内
"[[121.64695560000001, 30.983360399999967]]",7,上海奉贤建材市场文化娱乐广场,7380,,310120,
"[[121.32496746000004, 30.98593898999998]]",7,韩湘水博园,7300,021-54725611,310112,江川路3805临
"[[121.37097275999997, 31.000311359999973]]",7,闵行开发区生态公园西洋园·企业园,7300,021-56023125,310112,东川路3333
"[[121.36719996000002, 31.001237055000004]]",7,闵行市民文化广场,7380,,310112,
"[[121.22654346000002, 31.003895205000028]]",7,醉白池公园,7300,021-67853551,310117,人民南路64号
"[[121.38252066000004, 31.004698724999987]]",7,古藤园,7300,021-64304120,310112,临沧路148临
"[[121.41130211999996, 31.005370529999972]]",7,红园南门,7300,021-64305156,310112,江川路354
"[[121.40987111999996, 31.00551970499997]]",7,红园,7300,021-64305156,310112,江川路354号
"[[121.39712297999998, 31.006031220000015]]",7,上海电机学院闵行校区－自强园,7380,,310112,焦耳路
"[[121.24376046, 31.006082384999985]]",7,方塔园东门,7300,021-57832621,310117,方塔南路1
"[[121.40858034, 31.00613863500002]]",7,红园北门,7300,021-64305156,310112,宾川路263号旁边
"[[121.24011995999999, 31.006821150000004]]",7,方塔园西门,7300,021-57838594,310117,
"[[121.24231020000002, 31.006931624999996]]",7,方塔园,7300,021-57832621,310117,中山东路235号
"[[121.21734312000004, 31.008023099999978]]",7,中山中路休闲绿地,7380,,310117,西林南路
"[[121.2413301, 31.00867055999999]]",7,方塔园北门,7300,021-57832621,310117,中山东路235号
"[[121.42053972000001, 31.010434289999996]]",7,闵行公园,7300,021-54700663,310112,沪闵路249
"[[121.22537130000003, 31.012378875000042]]",7,巾帼园,7380,,310117,中山二路
"[[121.22321957999998, 31.012457175000037]]",7,岳阳人口文化广场,7380,,310117,人民北路
"[[121.23276659999996, 31.01259438000002]]",7,菜花泾绿地,7380,,310117,谷阳北路
"[[121.19778324, 31.012652655000046]]",7,文体广场,7380,,310117,仓汇路
"[[121.40635932, 31.013144280000045]]",7,银杏公园,7300,,310112,金平路地铁站1号口附近
"[[121.23718955999999, 31.014486584999997]]",7,北内路绿地,7380,,310117,袜子弄
"[[121.39479396, 31.01543734499997]]",7,景谷园,7380,,310112,碧江路
"[[121.46298371999998, 31.015790459999966]]",7,滨江公园,7300,,310112,紫星路
"[[121.22481023999997, 31.016156040000016]]",7,龙兴港绿地,7380,,310117,乐都路
"[[121.63807278000002, 31.016211479999985]]",7,鹤坡园,7300,,310115,新环西路新环南路交界处
"[[121.22048663999999, 31.017211919999983]]",7,荣乐活动中心,7380,,310117,荣乐小区
"[[121.42054115999994, 31.017691799999987]]",7,闵行市民文化广场,7380,,310112,东川路
"[[121.82415929999996, 31.01810787000004]]",7,丽园,7300,,310115,欣铁路
"[[121.21578989999995, 31.018284945000037]]",7,绿舟苑,7380,,310117,荣乐中路
"[[121.23041363999997, 31.01972804999998]]",7,水绘苑,7380,,310117,荣乐中路
"[[121.42927332000001, 31.019761035000045]]",7,金榜广场,7380,,310112,东川路
"[[121.42382652, 31.02273382499999]]",7,撷英园,7380,,310112,南洋西路
"[[121.38502824000005, 31.02691518000001]]",7,闵行市民文化广场,7380,,310112,华宁路
"[[121.44812832, 31.027246604999988]]",7,紫竹源,7380,,310112,光华路
"[[121.44933108000004, 31.027918679999996]]",7,大学林,7380,,310112,杏林东路
"[[121.36582313999996, 31.02997486500004]]",7,闵行市民文化广场,7380,,310112,新街
"[[121.36586291999996, 31.030164720000027]]",7,马桥科普文化广场,7380,021-64090234,310112,马桥中街
"[[121.58368416000002, 31.030753409999974]]",7,航头镇人口文化风情园,7300,,310115,
"[[121.58321345999997, 31.032302085000037]]",7,浦东电影广场,7380,,310115,
"[[121.57255925999996, 31.03236139499997]]",7,浦东新区法制主题园,7300,,310115,航头路
"[[121.21884648, 31.03248509999999]]",7,思贤公园,7300,021-57827380,310117,思贤路与人民北路交叉口东北角
"[[121.36546349999995, 31.03317364500003]]",7,马桥公园,7300,,310112,北松路北富岩路西
"[[121.19064732000004, 31.033807020000033]]",7,南丁格尔广场,7380,,310117,肯特大街
"[[121.19325083999998, 31.035619484999984]]",7,第一视觉创意广场,7380,,310117,三新北路900弄
"[[121.13382563999997, 31.037560650000014]]",7,人口文化园,7380,,310117,清河街
"[[121.83437123999997, 31.037853690000013]]",7,老港公园,7300,,310115,沪南公路建中路交界处
"[[121.24041605999997, 31.038031935000017]]",7,市民广场,7380,,310117,茸平路
"[[121.22149608000002, 31.038341985000002]]",7,中央公园,7300,,310117,通欣路
"[[121.37202989999997, 31.039368929999974]]",7,闵行市民文化广场,7380,,310112,联青支路
"[[121.13016858, 31.04004280500004]]",7,小昆山园,7300,021-57763325,310117,山西路4号
"[[121.40530595999996, 31.040137799999997]]",7,金塔公园,7300,,310112,金塔路
"[[121.45616154000004, 31.042140390000046]]",7,闵行市民文化广场,7380,,310112,剑川路
"[[121.38106788000002, 31.043146815000007]]",7,闵行市民文化广场,7380,,310112,元吉路
"[[121.40420561999997, 31.04423532000001]]",7,闵行市民文化广场,7380,,310112,
"[[121.16682431999996, 31.04499127500003]]",7,昆秀湖,7300,,310117,
"[[121.46370534, 31.04531878500004]]",7,吴泾文化广场,7380,,310112,龙吴路
"[[121.74876720000002, 31.045319910000043]]",7,古钟园南门,7300,021-58010287,310115,卫星西路11号
"[[121.74852707999995, 31.04604945000001]]",7,古钟园,7300,13816043670,310115,卫星西路11号
"[[121.74810696, 31.046829075000034]]",7,古钟园北门,7300,021-58010287,310115,中山路39号
"[[121.47128909999998, 31.04725769999997]]",7,闵行市民文化广场,7380,,310112,
"[[121.51350054, 31.048705034999998]]",7,浦江森林公园,7300,,310112,联跃路100号
"[[121.47267365999997, 31.048870815000036]]",7,吴泾公园,7300,021-64522739,310112,剑川路2号
"[[121.74069906000001, 31.049871569999972]]",7,听潮广场,7380,,310115,
"[[121.74860412000002, 31.05270355499999]]",7,金力时代广场（一期）,7380,,310115,
"[[121.22678196000004, 31.055100299999967]]",7,九峰源书法广场,7380,,310117,梅家浜路
"[[121.79265785999996, 31.055437080000033]]",7,郡雅国际·航空广场,7380,021-68020000,310115,拱极东路
"[[121.40589996, 31.05749245500001]]",7,银桥园,7380,,310112,
"[[121.34607389999996, 31.060334205000036]]",7,旗忠公园,7300,,310112,光华路2450号
"[[121.30847460000001, 31.06200312000001]]",7,新桥公园,7300,,310117,新站路430
"[[121.38661116, 31.063260914999987]]",7,颛桥公园西门,7300,,310112,颛乐路
"[[121.38714017999999, 31.063270095000036]]",7,颛桥公园,7300,,310112,颛盛路525西
"[[121.38636186, 31.064031135000032]]",7,颛桥公园西北门,7300,,310112,颛盛路525西
"[[121.38705071999996, 31.064310000000013]]",7,颛桥公园东门,7300,,310112,颛盛路525东
"[[121.32143010000001, 31.064641334999983]]",7,新桥镇人口文化园,7380,,310117,申浜路
"[[121.31016084000001, 31.064728770000023]]",7,新桥镇文化休闲广场,7380,,310117,新镇街
"[[121.44097512000002, 31.06594732500004]]",7,闵行市民文化广场,7380,,310112,
"[[121.52491865999997, 31.066067520000036]]",7,闵行市民文化广场,7380,,310112,鹤坡路
"[[121.52586168000002, 31.066249860000024]]",7,共青园,7300,,310112,叶家桥路与鹤坡路交叉口东侧
"[[120.96179154000004, 31.066870904999984]]",7,竹涛苑,7380,,310118,练西公路4195
"[[121.39256519999998, 31.069002914999995]]",7,颛桥文化广场,7380,,310112,颛兴路
"[[121.39256519999998, 31.069002914999995]]",7,闵行市民文化广场,7380,,310112,颛兴路
"[[121.31790462, 31.069832669999993]]",7,新育绿地,7380,,310117,新育路
"[[121.31790462, 31.069832669999993]]",7,新桥人口文化主题公园,7300,,310117,新育路
"[[121.39648830000004, 31.070544750000025]]",7,闵行市民文化广场,7380,,310112,老沪闵路
"[[121.25292444000002, 31.07142454499999]]",7,音乐广场,7380,,310117,
"[[121.39573752, 31.071983400000043]]",7,颛桥镇轻轨大型休闲绿地,7380,,310112,沪闵公路
"[[121.49573616, 31.072270050000046]]",7,闵行市民文化广场,7380,,310112,江龙路
"[[121.25097161999999, 31.075199864999988]]",7,青青旅游世界,7300,021-37678006,310117,辰花公路388号
"[[121.15186128000002, 31.076205434999967]]",7,佘山国家森林公园天马山园东门,7300,021-57744980,310117,刘家山村460
"[[121.14343511999996, 31.076480339999975]]",7,佘山国家森林公园天马山园西门,7300,021-57744980,310117,莱乐东路78号
"[[121.54484988000002, 31.07664238499997]]",7,牌楼广场,7380,,310112,沈杜公路
"[[121.14760284000002, 31.07847654000003]]",7,佘山国家森林公园天马山园,7300,021-57744980,310117,莱乐东路78号
"[[121.37791373999998, 31.080253499999973]]",7,双拥林,7380,,310112,春中路
"[[121.49209278000001, 31.08117446999997]]",7,浦锦绿地,7300,,310112,浦锦路
"[[121.50382446, 31.081948514999976]]",7,新淞园,7380,,310112,半淞园路534弄1～18号
"[[121.39585362000001, 31.084184295000046]]",7,闵行市民文化广场,7380,,310112,
"[[121.2666174, 31.084302464999965]]",7,世纪之星,7380,,310117,长兴路
"[[121.39041401999998, 31.08906270000001]]",7,闵行市民文化广场,7380,,310112,
"[[121.39092395999998, 31.089292515000018]]",7,田园,7300,,310112,梅州路445
"[[121.37052204, 31.08957628499996]]",7,闵行市民文化广场,7380,,310112,
"[[121.39173378000001, 31.089702149999983]]",7,田园东门,7300,,310112,
"[[121.39087392000002, 31.08973229999999]]",7,田园北门,7300,,310112,梅州路445
"[[121.37349635999998, 31.09049099999997]]",7,闵行市民文化广场,7380,,310112,
"[[121.19627051999998, 31.092221654999992]]",7,佘山国家森林公园东佘山园南大门,7300,021-57651666,310117,外青松公路9511
"[[121.50150516000002, 31.09225598999999]]",7,陈行公园,7300,,310112,浦星公路与城南路交叉口西南角
"[[121.3652601, 31.092271739999962]]",7,春申园,7380,,310112,
"[[121.19831315999997, 31.092444000000004]]",7,亲子园,7300,,310117,佘山村255南侧50米
"[[121.4366328, 31.093483320000022]]",7,闵行市民文化广场,7380,,310112,
"[[121.41837252000002, 31.09398651]]",7,梅馨陇韵西门,7300,,310112,曙东路
"[[121.19130522000002, 31.094015580000008]]",7,佘山国家森林公园西佘山园教友门,7300,021-57653423,310117,环山路
"[[121.41901314, 31.094036909999996]]",7,梅馨陇韵东门,7300,,310112,景西路
"[[121.41868284000003, 31.09404663]]",7,梅馨陇韵,7300,,310112,曙东路
"[[121.58397593999999, 31.094244135]]",7,憩园,7380,,310115,瑞阳路
"[[121.19732298000002, 31.094822699999998]]",7,佘山国家森林公园东佘山园,7300,021-57657231,310117,外青松公路9511
"[[121.19716296000001, 31.09513247999996]]",7,上海佘山国家森林公园,7300,021-57651666,310117,外青松公路9511
"[[121.80638682, 31.09525924499997]]",7,东海广场,7380,,310115,盐朝公路
"[[121.18917096, 31.096000710000034]]",7,星座广场,7380,,310117,环山路
"[[121.18919093999997, 31.09641048000001]]",7,小北斗广场,7380,,310117,外青松公路
"[[121.37961401999998, 31.096447784999988]]",7,春申绿地,7380,,310112,沪闵公路
"[[121.18756787999996, 31.09651757999999]]",7,佘山国家森林公园西佘山园,7300,021-57651666,310117,外青松公路9142
"[[121.19292791999999, 31.09694683499998]]",7,佘山国家森林公园东佘山园西大门,7300,021-57651666,310117,外青松公路9279右侧30米
"[[121.18093542, 31.097025540000008]]",7,佘山国家森林公园西佘山园西门,7300,021-57653423,310117,环山路
"[[121.19092398000001, 31.098822209999984]]",7,佘山国家森林公园西佘山园北大门,7300,021-57651666,310117,外青松公路9142
"[[121.20039846000003, 31.099065929999988]]",7,上海月湖雕塑公园,7300,021-57798090,310117,佘北路158号
"[[121.20362261999998, 31.099879574999985]]",7,上海月湖雕塑公园南门,7300,021-33558888,310117,林荫新路1158号佘山国家旅游度假区
"[[121.40831088, 31.099954140000026]]",7,闵行市民文化广场,7380,,310112,
"[[121.16414448, 31.100095304999982]]",7,江秋休闲广场,7380,,310117,
"[[121.20349265999997, 31.100319360000046]]",7,春岸广场,7380,,310117,
"[[121.01434434000001, 31.101060015000044]]",7,东方绿舟景区－地球广场,7380,,310118,
"[[121.19174532000002, 31.101642089999977]]",7,佘山国家森林公园东佘山园北大门,7300,021-57657231,310117,桃源路与佘北公路交汇处
"[[121.01190299999999, 31.101756884999972]]",7,东方绿舟景区－太阳广场,7380,,310118,太阳广场
"[[121.19536206000004, 31.101838379999965]]",7,上海月湖雕塑公园西门,7300,021-57798090,310117,佘北路158号
"[[121.75970057999996, 31.103214704999978]]",7,海天湖公园,7300,,310115,航亭环路
"[[121.20646572000004, 31.103440785000032]]",7,上海月湖雕塑公园东门,7300,,310117,
"[[121.36856813999998, 31.10430609000004]]",7,莘庄公园,7300,021-64921817,310112,莘浜路421号
"[[120.99795227999996, 31.10465623499997]]",7,东方绿舟景区－湖滨广场,7380,,310118,湖滨大道
"[[121.19783634000004, 31.105080900000022]]",7,上海月湖雕塑公园北门,7300,021-57798090,310117,佘北路
"[[121.20714504000001, 31.105379250000016]]",7,林荫广场,7380,,310117,
"[[121.38198570000002, 31.106254320000033]]",7,莘城中央公园南门,7300,,310112,
"[[121.38322499999997, 31.106703419999977]]",7,莘城中央公园东门,7300,,310112,
"[[121.38202566000004, 31.10700388499997]]",7,莘城中央公园,7300,021-54152600,310112,闵城路180号
"[[121.36960493999996, 31.107022109999967]]",7,闵行市民文化广场,7380,,310112,莘建路
"[[121.38079626000001, 31.107184424999986]]",7,莘城中央公园西门,7300,021-54152600,310112,闵城路180号
"[[121.37282082000004, 31.107598290000034]]",7,玉兰园,7380,,310112,莘浜路
"[[121.49600489999995, 31.10766156000003]]",7,中意文化广场,7380,,310112,江桦路
"[[121.36685004000002, 31.110384645000007]]",7,法制宣传主题公园,7300,,310112,莘潭路与莘西路交叉口北侧
"[[121.37629842000001, 31.111374375000008]]",7,闵行区中心绿地,7380,,310112,广贤路118号附近
"[[121.01067683999996, 31.112265149999992]]",7,东方绿舟景区－未来广场,7380,,310118,
"[[121.26907926000004, 31.112741834999998]]",7,四水会波,7380,,310117,开江西路
"[[121.70492027999995, 31.112999640000012]]",7,六灶健身公园,7380,,310115,吉春路
"[[121.36724801999999, 31.113041355]]",7,馨园,7300,,310112,莘沥路
"[[121.12915373999996, 31.113592335000025]]",7,人文纪念公园,7300,021-69209026,310118,外青松公路7270号
"[[121.37912639999996, 31.114161270000025]]",7,莘庄地铁文化广场北广场,7380,,310112,沪闵公路
"[[121.27114944, 31.114971224999984]]",7,泗泾公园南门,7300,,310117,
"[[121.5929898, 31.115006100000027]]",7,周浦公园,7300,,310115,周邓公路6851
"[[121.2695091, 31.115560544999983]]",7,泗泾公园西门,7300,021-57610067,310117,
"[[121.40181287999997, 31.116218130000036]]",7,闵行市民文化广场,7380,,310112,
"[[121.27066002000001, 31.116490875000043]]",7,泗泾公园,7300,021-57610792,310117,泗泾江川北路
"[[121.40187282000005, 31.116507930000033]]",7,梅陇镇高兴花园休闲广场,7380,,310112,高兴路
"[[121.58343485999998, 31.116612825000008]]",7,月亮湾广场,7380,,310115,年家浜东路
"[[121.37186375999998, 31.116885705000026]]",7,闵行市民文化广场,7380,,310112,七莘路326号
"[[121.40926991999996, 31.117145084999994]]",7,集心公园,7300,,310112,
"[[121.27051997999996, 31.11720061499997]]",7,泗泾公园北门,7300,021-57610792,310117,鼓浪路
"[[121.36658021999997, 31.121998245]]",7,东苑新天地广场,7380,,310112,
"[[121.45526388000002, 31.12254391500003]]",7,世博绿色出行林,7380,,310104,
"[[121.45003001999996, 31.122552104999997]]",7,华泾公园,7300,021-64969992,310104,华泾路190号
"[[121.36998798000003, 31.12521480000004]]",7,淀浦河南侧绿地,7380,,310112,
"[[121.48261703999998, 31.12866103499999]]",7,浦东棒垒球／高尔夫体育公园西门,7300,,310115,
"[[121.39687422, 31.128753419999995]]",7,嘉和公园,7300,,310112,梅陇西路666号
"[[121.49005283999998, 31.12964216999999]]",7,浦东棒垒球／高尔夫体育公园东门,7300,021-33929956,310115,浦星公路200临
"[[121.37556420000001, 31.12970944499996]]",7,黎安公园南门,7300,021-64599037,310112,
"[[121.38961085999996, 31.129958205000026]]",7,莲浦绿地,7300,,310112,
"[[121.38465546000002, 31.13010198000002]]",7,闵行市民文化广场,7380,,310112,龙茗路
"[[121.32713862, 31.130241254999998]]",7,九亭步行街,7380,,310117,九亭大街
"[[121.40320032000001, 31.130499105000016]]",7,闵行市民文化广场,7380,,310112,
"[[121.48630955999997, 31.130870355000003]]",7,浦东棒垒球／高尔夫体育公园,7300,021-33929956,310115,浦星公路200号
"[[121.39961237999998, 31.131790244999998]]",7,闵行市民文化广场,7380,,310112,
"[[121.32610056, 31.131852119999966]]",7,九亭文化广场,7380,,310117,九亭大街
"[[121.37393645999998, 31.131980370000008]]",7,黎安公园西门,7300,021-64599037,310112,秀文路118
"[[121.40166114000002, 31.13208895500002]]",7,梅陇城广场,7380,,310112,莲花南路
"[[121.37437620000003, 31.132489949999982]]",7,黎安公园,7300,021-64599037,310112,秀文路118
"[[121.41158039999999, 31.13299791]]",7,梅陇公园南门,7300,,310112,上中西路788临
"[[121.41129023999996, 31.13348751000001]]",7,梅陇公园,7300,,310112,上中西路788临
"[[121.41498401999996, 31.133660625000033]]",7,凌云科普画廊,7380,,310104,上中西路
"[[121.37230872000004, 31.133801385000044]]",7,黎安公园北门,7300,021-64599037,310112,
"[[121.39833402, 31.134810060000014]]",7,闵行市民文化广场,7380,,310112,沪闵路
"[[121.38274943999997, 31.136402385000046]]",7,平阳双拥公园,7300,,310112,龙茗路与平阳路交叉口
"[[121.41417383999999, 31.136468940000047]]",7,嘉川路小游园,7300,,310104,凌云路283临
"[[121.38273971999996, 31.136902335000023]]",7,闵行市民文化广场,7380,,310112,龙茗路
"[[121.40426934, 31.13764465499998]]",7,梅陇休闲苑,7300,,310112,镇西路550号
"[[121.36977269999998, 31.138652564999976]]",7,闵行体育公园8号门,7300,021-54860606,310112,顾戴路
"[[121.49363375999997, 31.13939614500004]]",7,三林健身广场,7380,,310115,长清路2188
"[[121.72934159999998, 31.139606475000033]]",7,储店民沁园,7380,,310115,普新路900
"[[121.38162209999996, 31.14086251500004]]",7,闵行市民文化广场,7380,,310112,龙茗路
"[[121.39138278000001, 31.141154520000043]]",7,儿科广场,7380,,310112,万源路379号
"[[121.39005437999998, 31.142135430000025]]",7,枫林广场,7380,,310112,万源路379
"[[121.13084555999995, 31.142260755000002]]",7,南箐园1号门,7300,,310118,
"[[121.13159670000003, 31.143191445000003]]",7,南箐园,7300,,310118,
"[[121.40102340000001, 31.143195539999986]]",7,古美科普公园,7300,,310112,古美路
"[[121.13283887999995, 31.143433365000035]]",7,南箐园2号门,7300,,310118,
"[[121.13670563999997, 31.143989385000033]]",7,南箐园3号门,7300,,310118,
"[[121.36251204, 31.145337315000006]]",7,闵行体育公园西门,7300,021-54860606,310112,新镇路456号
"[[121.34516706, 31.145438789999965]]",7,悦心园,7300,,310112,宝联路
"[[121.42244231999996, 31.145681654999986]]",7,鲁华生态园,7380,,310104,
"[[121.10995745999998, 31.146220619999994]]",7,侨鑫绿地,7380,021-59721831,310118,环城东路
"[[121.41687618000002, 31.14753579000001]]",7,奋进广场,7380,,310104,奋进路
"[[121.36534991999997, 31.147564589999995]]",7,闵行体育公园,7300,021-64780598,310112,新镇路456号
"[[121.11927803999995, 31.14802169999998]]",7,保安绿地,7380,021-59721831,310118,城中东路
"[[121.51604502000004, 31.14859063499998]]",7,三林公园,7300,,310115,三林城
"[[121.11214554000001, 31.148628299999988]]",7,青松绿地,7380,,310118,城中东路
"[[121.10312897999995, 31.149339390000026]]",7,西部绿苑,7380,,310118,海盈路
"[[121.36030559999996, 31.14982831499998]]",7,闵行体育公园2号门,7300,021-54860606,310112,农南路55
"[[121.56181992, 31.15004040000003]]",7,汇康园,7380,,310115,康桥路
"[[121.10910623999999, 31.15016765999999]]",7,曲水园南门,7300,,310118,公园路612号
"[[121.11404399999998, 31.150596420000028]]",7,青安绿地,7380,,310118,公园路
"[[121.36264343999994, 31.15076607000003]]",7,闵行体育公园3号门,7300,021-54860606,310112,七宝中学斜对面
"[[121.53659904, 31.150772325000016]]",7,浦发公园,7300,,310115,永泰路浦三路口
"[[121.11516449999996, 31.150806885000033]]",7,斧韵绿地,7380,021-59721831,310118,公园路
"[[121.40937774, 31.15080742499999]]",7,康乐文化广场,7380,,310104,江安路
"[[121.10936579999996, 31.150926990000023]]",7,曲水园,7300,021-59732996,310118,公园路612
