Point,Type,NAME,KIND,TELEPHONE,ADMINCODE,ADDRESS
"[[121.37634486000002, 31.196502675000048]]",6,打浦桥站4号口,8082,,310105,虹桥路
"[[121.37554547999997, 31.196573235000024]]",6,外滩出口,8082,,310105,虹桥路
"[[121.43117358000002, 31.19658624000003]]",6,中国（上海）自由贸易试验区（浦东机场）出口,8082,,310104,恭城路
"[[121.43403000000002, 31.196681415]]",6,仙霞西路出口,8082,,310104,衡山路934临地铁口
"[[121.34215043999997, 31.196729655]]",6,打浦桥站1号口,8101,,310105,虹桥路2550号上海虹桥机场
"[[121.32199368000002, 31.19704591499996]]",6,上海图书馆站3号口,8101,,310112,虹桥路2550号上海虹桥机场
"[[121.43074284, 31.19738516999997]]",6,上海轮渡陆家浜路渡口,8082,,310104,
"[[121.43227608000004, 31.19762789999998]]",6,中山南一路出口,8082,,310104,
"[[121.43361906000004, 31.19775029999998]]",6,上海图书馆站2号口,8082,,310104,华山路1989地铁临
"[[121.43311793999996, 31.197859380000033]]",6,南浦大桥站2号口,8082,,310104,华山路2108地铁临
"[[121.41727326, 31.198070339999994]]",6,中山东一路出口,8082,,310105,凯旋路
"[[121.40788266000001, 31.198163175000033]]",6,陆家浜路出口,8082,,310105,虹桥路
"[[121.67701271999996, 31.198457474999962]]",6,上海图书馆站1号口,8082,,310115,华东路
"[[121.57333901999999, 31.198476510000027]]",6,南浦大桥站1号口,8301,,310115,罗山高架路
"[[121.40718192000003, 31.198622490000027]]",6,马当路站3号口,8082,,310105,虹桥路
"[[121.41645138000004, 31.198708620000048]]",6,延安西路站2号口,8082,,310105,凯旋路1541
"[[121.41838566000004, 31.198842134999992]]",6,南浦大桥站3号口,8082,,310105,淮海西路
"[[121.67623404000001, 31.19933844000002]]",6,世纪公园站3号口,8082,,310115,华东路
"[[121.38903414000002, 31.199522354999964]]",6,世纪公园站2号口,8301,,310105,延安高架路
"[[121.41606060000004, 31.199617620000026]]",6,塘桥站2号口,8082,,310105,凯旋路1339轻轨临
"[[121.67687286000003, 31.199647094999982]]",6,凯旋路出口,8082,,310115,华东路
"[[121.53150845999997, 31.199657490000043]]",6,塘桥站1号口,8301,,310115,内环高架路
"[[121.41617094000001, 31.19965780499998]]",6,马当路站6号口,8082,,310105,凯旋路1506临轨道
"[[121.53783995999999, 31.19983555500003]]",6,塘桥站3号口,8301,,310115,内环高架路
"[[121.44613679999996, 31.200202350000005]]",6,马当路站1号口,8082,,310104,东安路71临
"[[121.39849746, 31.200586379999983]]",6,延安西路站1号口,8082,,310105,虹桥路
"[[121.44568589999996, 31.200731324999985]]",6,江苏路出口,8082,,310104,东安路8临
"[[121.38682535999996, 31.200882885]]",6,高科东路出口,8082,,310105,虹桥路
"[[121.47168293999997, 31.200988724999966]]",6,塘桥站4号口,8082,,310101,鲁班路506临
"[[121.3995267, 31.201065540000016]]",6,世纪公园站1号口,8082,,310105,虹桥路
"[[121.46968853999998, 31.201085070000033]]",6,世纪公园站4号口,8082,,310101,瞿溪路1077临
"[[121.44624714000003, 31.201112249999973]]",6,花木路站3号口,8082,,310104,肇嘉浜路691弄2－1临
"[[121.38843420000003, 31.201321724999985]]",6,花木路站2号口,8082,,310105,虹桥路
"[[121.3987572, 31.201355834999966]]",6,北青公路出口,8082,,310105,虹桥路
"[[121.75096733999997, 31.201361324999972]]",6,上海通辉印刷设备有限公司,8082,,310115,
"[[121.47152274000004, 31.20136830000002]]",6,娄山关路站3号口,8082,,310101,鲁班路414临
"[[121.75093727999997, 31.201631190000008]]",6,花木路站4号口,8082,,310115,
"[[121.38810444, 31.20166174499996]]",6,广兰路站4号口,8082,,310105,虹桥路
"[[121.40895510000001, 31.201683930000023]]",6,娄山关路站1号口,8301,,310105,内环高架路
"[[121.49422019999999, 31.20184602000002]]",6,广兰路站2号口,8180,13917288061,310101,苗江路888
"[[121.31027837999994, 31.202144595000036]]",6,陆家浜路站3号口,8301,,310112,扬虹路高架
"[[121.48511148000003, 31.203091664999967]]",6,娄山关路站4号口,8082,,310101,中山南一路
"[[121.51532592000004, 31.203097830000033]]",6,陆家浜路站7号口,8301,,310115,内环高架路
"[[121.48599348, 31.203413145000013]]",6,广兰路站5号口,8082,,310101,中山南路
"[[121.42935017999997, 31.203440549999968]]",6,蓝村路站2号口,8082,,310104,淮海西路55地铁口－3临
"[[121.48454069999997, 31.20355080000003]]",6,广兰路站1号口,8082,,310101,中山南一路
"[[121.58259876, 31.20362113499999]]",6,蓝村路站3号口,8082,,310115,祖冲之路
"[[121.42919987999997, 31.203680219999995]]",6,蓝村路站1号口,8082,,310105,淮海西路
"[[121.58321940000002, 31.20382143000004]]",6,花木路站1号口,8082,,310115,祖冲之路
"[[121.43022209999998, 31.20384203999997]]",6,花木路站5号口,8082,,310104,淮海西路1地铁口－2临
"[[121.58427024000001, 31.20397190999997]]",6,常熟路站7号口,8082,,310115,祖冲之路
"[[121.54677317999997, 31.204067759999994]]",6,陆家浜路站4号口,8301,,310115,内环高架路
"[[121.43111399999998, 31.20408355499997]]",6,上海轮渡塘桥渡口,8082,,310104,华山路
"[[121.48548299999996, 31.204242449999974]]",6,常熟路站4号口,8082,,310101,中山南路
"[[121.45575815999996, 31.20431850000005]]",6,龙东大道出口,8082,,310104,肇嘉浜路
"[[121.48447121999999, 31.204380824999966]]",6,常熟路站6号口,8082,,310101,西藏南路
"[[121.50159642000003, 31.204476494999973]]",6,常熟路站1号口,8180,021-58892500,310115,南码头路1号
"[[121.58419049999998, 31.20450196500004]]",6,常熟路站2号口,8082,,310115,祖冲之路
"[[121.45700088000002, 31.204610684999977]]",6,创新中路站3号口,8082,,310104,肇嘉浜路
"[[121.42991142000004, 31.204661174999977]]",6,常熟路站3号口,8082,,310105,华山路
"[[121.55340564000004, 31.20467728499998]]",6,创新中路站1号口,8084,,310115,龙阳路2100号
"[[121.43048273999997, 31.204692224999974]]",6,唐镇站2号口,8082,,310105,华山路
"[[121.55401673999998, 31.204778129999973]]",6,常熟路站8号口,8084,,310115,龙阳路2100号
"[[121.64046462000002, 31.204795995000033]]",6,威宁路站2号口,8301,,310115,S20-外环高速公路
"[[121.51897848, 31.204817595000044]]",6,唐镇站1号口,8082,,310115,东方路1701
"[[121.40291394000002, 31.20486160500004]]",6,陕西南路站7号口,8301,,310105,延安高架路
"[[121.55387633999999, 31.20510766499997]]",6,威宁路站3号口,8082,,310115,龙阳路2100号
"[[121.50717641999995, 31.205132685000002]]",6,威宁路站1号口,8301,,310115,内环高架路
"[[121.55318495999998, 31.205136599999967]]",6,陕西南路站6号口,8082,,310115,
"[[121.55242355999997, 31.205145419999987]]",6,上海轮渡董家渡渡口,8082,,310115,龙阳路2058
"[[121.74637589999995, 31.20539962499997]]",6,威宁路站4号口,8301,,310115,G1501-上海绕城高速公路
"[[121.55386625999995, 31.205407409999992]]",6,北新泾站2号口,8082,,310115,龙阳路2058
"[[121.55248367999997, 31.205425319999968]]",6,北新泾站3号口,8082,,310115,龙阳路1990号
"[[121.51941713999997, 31.205626920000036]]",6,小南门站2号口,8082,,310115,东方路
"[[121.55274396, 31.205665530000033]]",6,新天地站2号口,8082,,310115,
"[[121.55392620000003, 31.205687264999966]]",6,嘉松中路出口,8082,,310115,
"[[121.44175758, 31.20581241000002]]",6,陕西南路站1号口,8082,,310104,永嘉路764轻轨
"[[121.51898946000003, 31.20594587999996]]",6,北新泾站4号口,8082,,310115,东方路1700
"[[121.55322473999999, 31.20596604000003]]",6,新天地站6号口,8301,,310115,内环高架路
"[[121.59668052, 31.206087629999963]]",6,新天地站1号口,8082,,310115,祖冲之路
"[[121.44145698, 31.206291704999977]]",6,武夷路出口,8082,,310104,衡山路24轻轨
"[[121.55295419999999, 31.20639529500002]]",6,北新泾站5号口,8082,,310115,龙阳路
"[[121.55337485999998, 31.206415905000036]]",6,小南门站1号口,8082,,310115,龙阳路
"[[121.59874223999998, 31.20643858500005]]",6,北翟路出口,8082,,310115,祖冲之路
"[[121.47015995999999, 31.206554055000012]]",6,陕西南路站2号口,8301,,310101,南北高架路
"[[121.44246912, 31.20686334000002]]",6,陕西南路站4号口,8082,,310104,衡山路201轻轨
"[[121.37889978000004, 31.206954194999987]]",6,上海科技馆站5号口,8301,,310105,中环路
"[[121.4415171, 31.207241475000046]]",6,中山公园站3号口（3号线／4号线）,8082,,310104,
"[[121.46384628000003, 31.20773210999996]]",6,中山公园站2号口（3号线／4号线）,8082,,310101,
"[[121.46470812000001, 31.207783679999963]]",6,小南门站3号口,8082,,310101,
"[[121.32239292, 31.207850685000004]]",6,中山公园站8号口,8301,,310112,虹翟高架路
"[[121.46303448, 31.208050530000015]]",6,淞虹路站2号口,8082,,310101,瑞金二路
"[[121.49290440000001, 31.20885305999998]]",6,中山公园站7号口（2号线）,8301,,310101,内环高架路
"[[121.72010598, 31.20894413999997]]",6,上海科技馆站4号口,8301,,310115,华夏高架路
"[[121.32269244, 31.209379515000023]]",6,淞虹路站4号口,8301,,310112,虹翟高架路
"[[121.46413698, 31.209432075000016]]",6,陕西南路站3号口,8082,,310101,泰康路
"[[121.43950289999997, 31.209596999999988]]",6,淞虹路站3号口,8082,,310104,淮海中路1555－2轨道临
"[[121.49996562000001, 31.20976485000002]]",6,淞虹路站3号出口,8180,,310101,外马路1279号
"[[121.49555201999996, 31.209912225000046]]",6,上海科技馆站6号口,8301,,310101,内环高架路
"[[121.74269598000004, 31.210088804999998]]",6,中山公园站6号口,8301,,310115,G1501-上海绕城高速公路
"[[121.44032460000001, 31.210158329999977]]",6,老西门站3号出口,8082,,310104,淮海中路1555－1轨道临
"[[121.49408915999999, 31.21016836500001]]",6,中山公园站2号口（2号线）,8082,,310101,国货路1
"[[121.49649828, 31.21028550000002]]",6,淞虹路站1号口,8301,,310101,内环高架路
"[[121.49649828, 31.21028550000002]]",6,中山公园站4号口（3号线／4号线）,8301,,310101,内环高架路
"[[121.43998385999997, 31.210327620000044]]",6,中山公园站1号口,8082,,310104,淮海中路
"[[121.49674002000002, 31.21039638000005]]",6,中山公园站5号口,8082,,310101,外马路1590
"[[121.47231509999997, 31.210746524999976]]",6,老西门站8号口,8082,,310101,蒙自路
"[[121.41234323999996, 31.210757010000044]]",6,老西门站4号口,8082,,310105,凯旋路
"[[121.49560998000004, 31.210853759999964]]",6,淞虹路站5号口,8082,,310101,中山南路1338
"[[121.54659155999997, 31.21096342499998]]",6,中山公园站3号口（2号线）,8082,,310115,海桐路
"[[121.54708223999998, 31.211143964999998]]",6,老西门站7号口,8082,,310115,梅花路658
"[[121.51486746000003, 31.211180189999972]]",6,中山公园站4号口（2号线）,8082,,310115,浦建路62
"[[121.41922842000004, 31.21166925000003]]",6,上海科技馆站3号口,8301,,310105,延安高架路
"[[121.51503252, 31.211731485000023]]",6,淮海中路出口,8082,,310115,浦建路
"[[121.47241536, 31.211806365]]",6,天山西路出口,8082,,310101,徐家汇路
"[[121.51346921999998, 31.211967239999993]]",6,老西门站1号口,8082,,310115,浦建路20
"[[121.47378840000002, 31.211988794999996]]",6,老西门站5号口（8号线／10号线）,8082,,310101,徐家汇路
"[[121.41253367999998, 31.212106874999996]]",6,江苏路站4号口,8082,,310105,凯旋路
"[[121.41116063999998, 31.212134369999966]]",6,江苏路站6号口,8180,,310105,延安西路1731号
"[[121.42358801999998, 31.212197054999997]]",6,上海科技馆站7号口,8301,,310105,延安高架路
"[[121.37274305999999, 31.212274905000044]]",6,江苏路站1号口,8301,,310105,中环路
"[[121.63959378000001, 31.212292364999982]]",6,老西门站6号口,8301,,310115,S20-外环高速公路
"[[121.51390373999996, 31.212339030000024]]",6,江苏路站7号口,8082,,310115,塘桥食尚汇
"[[121.54662179999998, 31.212363104999973]]",6,上海科技馆站8号口,8082,,310115,海桐路
"[[121.54626126, 31.212372689999967]]",6,浦电路站3号口（6号线）,8082,,310115,花木路800
"[[121.55795136, 31.21238826000001]]",6,江苏路站3号口,8082,,310115,芳甸路
"[[121.55846238000001, 31.212458954999995]]",6,上海科技馆站2号口,8082,,310115,芳甸路
"[[121.25482884000002, 31.212586304999967]]",6,江苏路站2号口,8301,,310118,G15-沈海高速公路
"[[121.40003466, 31.212649170000013]]",6,上海科技馆站1号口,8082,,310105,天山路虹桥天都商场
"[[121.39914527999996, 31.21279960500003]]",6,上海苏州河观光游览有限公司丹巴路码头,8082,,310105,天山路889号
"[[121.55747022, 31.21303702500004]]",6,江苏路站8号口,8082,,310115,梅花路
"[[121.61581470000002, 31.21309331999999]]",6,浦电路站4号口,8082,,310115,祖冲之路
"[[121.40041427999998, 31.21310871000002]]",6,浦电路站1号口（6号线）,8082,,310105,天山路
"[[121.61794175999997, 31.213190430000033]]",6,华徐公路出口,8082,,310115,祖冲之路
"[[121.48166735999999, 31.213297665000027]]",6,虹桥枢纽（北）出口,8082,,310101,西藏南路
"[[121.39850555999996, 31.213349684999976]]",6,江苏路站5号口（2号线／11号线）,8082,,310105,天山路762号
"[[121.48110575999998, 31.213516365000004]]",6,船长游船码头,8082,,310101,陆家浜路
"[[121.61600423999997, 31.2135228]]",6,复兴码头,8082,,310115,祖冲之路
"[[121.46688323999996, 31.21356563999999]]",6,浦电路站3号口（4号线）,8301,,310101,南北高架路
"[[121.52373732000001, 31.21357792500003]]",6,黄陂南路站1号口,8082,,310115,蓝村路92
"[[121.61772197999998, 31.213640429999963]]",6,华山路出口,8082,,310115,祖冲之路
"[[121.52297808, 31.213996470000026]]",6,静安寺站8号口,8082,,310115,蓝村路
"[[121.52398194, 31.21403922000001]]",6,浦电路站2号口,8082,,310115,蓝村路
"[[121.55960393999996, 31.214039490000033]]",6,静安寺站9号口,8082,,310115,
"[[121.55804081999995, 31.214226959999998]]",6,静安寺站5号口,8082,,310115,芳甸路
"[[121.44466458000001, 31.21449475500004]]",6,黄陂南路站2号口,8082,,310104,常熟路
"[[121.48068888000003, 31.21462687500005]]",6,静安寺站1号口,8082,,310101,大林路
"[[121.50730115999997, 31.21473325499997]]",6,复兴东路渡口,8180,021-58113500,310115,塘桥新路1
"[[121.44573684, 31.214766599999976]]",6,黄陂南路站3号口,8082,,310104,淮海中路
"[[121.56940223999996, 31.214893544999995]]",6,浦电路站1号口（4号线）,8301,,310115,内环高架路
"[[121.44480479999999, 31.215254760000043]]",6,长风公园－二号码头,8082,,310104,常熟路
"[[121.44617783999999, 31.21537720499996]]",6,静安寺站2号口,8082,,310104,淮海中路1298
"[[121.44750084000003, 31.215479579999993]]",6,静安寺站4号口,8082,,310104,淮海中路
"[[121.66959527999997, 31.21556269500003]]",6,静安寺站10号口,8082,,310115,
"[[121.44668904, 31.21557808499997]]",6,静安寺站3号口,8082,,310104,淮海中路
"[[121.66990469999999, 31.215712050000043]]",6,茂名南路出口,8082,,310115,
"[[121.65260579999998, 31.215792959999987]]",6,静安寺站6号口,8082,,310115,高科东路
"[[121.44418362, 31.215823425000018]]",6,上海机场城市航站楼,8082,,310104,常熟路
"[[121.37171435999997, 31.21601440500001]]",6,石门一路出口,8301,,310105,中环路
"[[121.38293555999999, 31.216157055000004]]",6,杨家渡渡口,8082,,310105,
"[[121.65333461999997, 31.216191570000014]]",6,四人轿车船码头,8082,,310115,高科东路
"[[121.45342392, 31.21658005500001]]",6,长风公园－三号游船码头,8082,,310104,南昌路
"[[121.3812567, 31.216587795000024]]",6,大世界站3号口,8082,,310105,
"[[121.17700692000003, 31.21667612999996]]",6,金沙江路出口,8301,,310118,S26-沪常高速公路
"[[121.1690223, 31.216892535000014]]",6,大世界站2号口,8301,,310118,S26-沪常高速公路
"[[121.38341525999999, 31.216986359999964]]",6,十六铺旅游码头二区入口处,8082,,310105,天山路
"[[121.45471668000003, 31.21704224999997]]",6,延安东路隧道出口,8082,,310104,南昌路
"[[121.50375840000004, 31.217076270000028]]",6,杨高中路站3号口,8180,,310101,外马路737
"[[121.38163631999997, 31.217247224999966]]",6,长风公园－一号码头,8082,,310105,天山路
"[[121.37039586000003, 31.218064785000017]]",6,豫园站3号口,8082,,310105,天山西路
"[[121.36806828, 31.21833658500004]]",6,大世界站4号口,8082,,310105,北渔路76
"[[121.49418041999998, 31.218381989999976]]",6,大世界站1号口,8082,,310101,中华路
"[[121.47154254, 31.218396209999995]]",6,十六铺码头,8082,,310101,复兴中路321
"[[121.20316091999996, 31.21842645000001]]",6,杨高中路站4号口,8301,,310118,S26-沪常高速公路
"[[121.45485726000004, 31.218452009999993]]",6,世纪大道站7号口,8082,,310101,陕西南路
"[[121.36873769999997, 31.218466004999996]]",6,杨高中路站1号口,8082,,310105,天山西路169
"[[121.43171627999999, 31.21849971000003]]",6,南京西路站（12号线）,8301,,310105,延安高架路
"[[121.47027714000001, 31.218502725000015]]",6,豫园站4号口,8082,,310101,马当路346临
"[[121.47106139999997, 31.218635204999963]]",6,世纪大道站6号口,8082,,310101,复兴中路
"[[121.40621028000001, 31.218883020000042]]",6,豫园站1号口,8301,,310105,内环高架路
"[[121.36895748000003, 31.21889566500002]]",6,南京西路站4号口,8082,,310105,天山西路118
"[[121.49427365999998, 31.218993225000013]]",6,世纪大道站12号口,8082,,310101,中华路
"[[121.32274086000001, 31.219084665000025]]",6,十六铺旅游码头一区,8301,,310112,虹翟高架路
"[[121.45488732000004, 31.21915184999999]]",6,世纪大道站1号口,8082,,310101,淮海中路918－2
"[[121.45654097999999, 31.219414739999984]]",6,南京西路站3号口,8082,,310101,淮海中路887号
"[[121.54242437999997, 31.21944624000001]]",6,南京西路站1号口,8082,,310115,
"[[121.41127152, 31.219492049999985]]",6,隆德路站3号口,8082,,310105,凯旋路
"[[121.41145188, 31.21954235999997]]",6,商城路站3号口,8082,,310105,凯旋路420
"[[121.49389367999997, 31.219603065000022]]",6,南京西路站2号口,8082,,310101,中华路
"[[121.4118126, 31.219613010000046]]",6,东昌路渡口,8082,,310105,长宁路1055
"[[121.35609090000003, 31.219615170000047]]",6,商城路站4号口,8082,,310105,
"[[121.41311543999998, 31.219715339999986]]",6,商城路站2号口,8082,,310105,长宁路999号999兆丰广场西门
"[[121.54271382000002, 31.219776494999984]]",6,金沙江路站5号口,8082,,310115,
"[[121.35388553999998, 31.21984899000003]]",6,商城路站1号口,8082,,310105,福泉路
"[[121.45639067999998, 31.21985434500003]]",6,杨高中路出口,8082,,310101,淮海中路888
"[[121.35529259999996, 31.219876439999993]]",6,隆德路站1号口,8082,,310105,天山西路
"[[121.35451427999996, 31.21989781499998]]",6,人民广场站1号口,8082,,310105,天山西路
"[[121.54091922000003, 31.219904294999985]]",6,北京西路出口,8082,,310115,锦绣路1070轻轨
"[[121.41407772000002, 31.219907040000038]]",6,威海路出口,8082,,310105,长宁路999
"[[121.47863418000003, 31.220119485000026]]",6,金沙江路站6号口,8082,,310101,西藏南路
"[[121.4118126, 31.22025277500004]]",6,金沙江路站1号口,8082,,310105,长宁路
"[[121.35586140000004, 31.220345204999965]]",6,人民广场站2号口,8082,,310105,天山西路
"[[121.41071028000002, 31.220400690000027]]",6,人民广场站3号口,8082,,310105,长宁路
"[[121.41093077999997, 31.220441099999995]]",6,大渡河路站4号口,8082,,310105,凯旋路
"[[121.41620243999995, 31.220490735000013]]",6,大渡河路站1号口,8082,,310105,长宁路
"[[121.47888762000004, 31.22063104499999]]",6,真北路站2号口,8082,,310101,西藏南路
"[[121.47834528000001, 31.220659485000034]]",6,人民广场站11号口,8082,,310101,西藏南路
"[[121.35394530000003, 31.22067843]]",6,金沙江路站3号口,8082,,310105,福泉路
"[[121.22263080000002, 31.220703315000016]]",6,金沙江路站2号口,8301,,310118,S26-沪常高速公路
"[[121.41422802000002, 31.220797005000044]]",6,真北路站1号口,8082,,310105,长宁路890
"[[121.56817769999998, 31.22084718000002]]",6,人民广场站16号口,8301,,310115,内环高架路
"[[121.48024536000003, 31.220895375000012]]",6,人民广场站15号口,8082,,310101,复兴东路
"[[121.41512999999995, 31.22091859499998]]",6,金陵东路渡口,8082,,310105,
"[[121.54109993999998, 31.220974214999963]]",6,真北路站3号口,8082,,310115,迎春路260轻轨
"[[121.46726412000002, 31.22097781499999]]",6,人民广场站10号口,8301,,310101,南北高架路
"[[121.37170481999998, 31.221022679999976]]",6,东昌路站3号口,8301,,310105,中环路
"[[121.47859925999998, 31.221261179999992]]",6,源深体育中心站3号口,8082,,310101,西藏南路577
"[[121.47778547999997, 31.221298845]]",6,昌平路站3号口,8082,,310101,西藏南路
"[[121.42714643999997, 31.221360405000027]]",6,人民广场站17号口,8082,,310105,愚园路921临
"[[121.42662534000002, 31.221479430000016]]",6,人民广场站14号口,8082,,310105,愚园路
"[[121.53875741999997, 31.221501299999964]]",6,昌平路站2号口,8082,,310115,
"[[121.42690595999997, 31.221579869999978]]",6,人民广场站9号口,8082,,310105,愚园路
"[[121.47992729999999, 31.221645615]]",6,源深体育中心站2号口,8082,,310101,
"[[121.42607417999997, 31.22170834500004]]",6,人民广场站18号口,8082,,310105,江苏路
"[[121.53828906000001, 31.221770670000048]]",6,人民广场站20号口,8082,,310115,
"[[121.52516021999998, 31.221863324999987]]",6,人民广场站12号口,8082,,310115,东方路
"[[121.42888038, 31.221863414999994]]",6,东昌路站4号口,8082,,310105,愚园路817
"[[121.53903714, 31.221911519999978]]",6,源深体育中心站4号口,8082,,310115,
"[[121.42873998000002, 31.22214304500004]]",6,源深体育中心站1号口,8082,,310105,愚园路800
"[[121.53859865999996, 31.222150964999983]]",6,东昌路站2号口,8082,,310115,
"[[121.37552099999998, 31.222159155000035]]",6,人民广场站8号口,8180,,310107,光复西路2690号甲
"[[121.42579356000003, 31.222367594999966]]",6,昌平路站4号口,8082,,310105,江苏路
"[[121.52433257999998, 31.22249197500004]]",6,人民广场站6号口,8082,,310115,浦电路
"[[121.52500632000003, 31.22266405499998]]",6,人民广场站5号口,8082,,310115,浦电路
"[[121.24056402000004, 31.222836899999983]]",6,人民广场站19号口,8301,,310118,S26-沪常高速公路
"[[121.63986036000003, 31.223015415000006]]",6,东昌路站1号口,8301,,310115,S20-外环高速公路
"[[121.31601407999997, 31.223194244999974]]",6,昌平路站5号口,8301,,310112,北翟高架路
"[[121.42597392000003, 31.22323762500001]]",6,人民广场站7号口,8082,,310105,江苏路237弄17～21号
"[[121.50587520000002, 31.223702340000003]]",6,民生路站3号口,8180,,310115,滨江大道4298号
"[[121.50099269999998, 31.223709900000003]]",6,民生路站2号口,8180,021-63744459,310101,外马路307号
"[[121.52766239999997, 31.22373752999998]]",6,南京东路站4号西口,8082,,310115,浦电路
"[[121.46804171999997, 31.22402481000004]]",6,南京东路站4号东口,8082,,310101,淡水路89临
"[[121.44565727999999, 31.22406328500002]]",6,民生路站1号口,8301,,310106,延安高架路
"[[121.4446752, 31.22409150000005]]",6,曹杨路站2号口,8082,,310106,常德路
"[[121.52871989999998, 31.224138660000044]]",6,南京东路站1号口,8082,,310115,浦电路
"[[121.44411396000001, 31.22422042499997]]",6,祁连山南路站2号口,8082,,310106,常德路1轨道
"[[121.44144815999998, 31.224625424999992]]",6,南京东路站3号口,8082,,310106,南京西路1661
"[[121.46966244000004, 31.224690539999962]]",6,陆家嘴站6号口,8082,,310101,淮海中路331
"[[121.44071646, 31.22484398999996]]",6,祁连山南路站3号口,8082,,310106,华山路45轨道
"[[121.49985041999997, 31.22497881000001]]",6,南京东路站2号口,8180,,310101,复兴东路1号
"[[121.46857865999999, 31.224987899999967]]",6,陆家嘴站5号口,8082,,310101,马当路78
"[[121.52784365999996, 31.22515737000004]]",6,曹杨路站4号口,8082,,310115,福山路
"[[121.39385688, 31.225256055000038]]",6,陆家嘴站4号口,8180,,310107,
"[[121.44169872000002, 31.225405589999973]]",6,曹杨路站5号口,8082,,310106,南京西路1620轨道
"[[121.44290129999996, 31.225417785000005]]",6,南京东路站7号口,8082,,310106,南京西路1605－轨道
"[[121.44299147999996, 31.225457925000043]]",6,南京东路站5号口,8082,,310106,南京西路1605－轨道
"[[121.44272093999996, 31.225657365000025]]",6,陆家嘴站3号口,8082,,310106,南京西路1602轨道
"[[121.45142016000004, 31.225763249999993]]",6,新闸路站6号口,8301,,310106,延安高架路
"[[121.44401388, 31.22578971000005]]",6,曹杨路站长城大厦地铁通道,8082,,310106,常德路
"[[121.44305177999996, 31.22584793999998]]",6,武宁路出口,8102,021-62482280,310106,南京西路1600
"[[121.46356944000004, 31.225994909999976]]",6,新闸路站5号口,8301,,310106,延安高架路
"[[121.37193504000001, 31.226300729999963]]",6,兆南钢材码头,8301,,310107,中环路
"[[121.50453870000003, 31.226313599999962]]",6,曹杨路站6号口,8180,,310115,张杨路1
"[[121.39663481999999, 31.226923574999986]]",6,北洋泾路站3号口,8180,,310107,
"[[121.39462584000003, 31.228334009999976]]",6,陆家嘴站2号口,8180,,310107,
"[[121.47473412000001, 31.228541279999988]]",6,曹杨路站7号口,8082,,310101,金陵中路
"[[121.40613072, 31.228639515000033]]",6,新闸路站1号口,8301,,310107,内环高架路
"[[121.47580116, 31.22898507000002]]",6,陆家嘴站1号口,8082,,310101,金陵东路500
"[[121.49483219999999, 31.22904050999999]]",6,北洋泾路站2号口,8180,,310101,中山东二路551
"[[121.47152148000004, 31.22911287000003]]",6,南京东路站6号口,8301,,310101,延安高架路
"[[121.54491845999999, 31.229256510000013]]",6,长寿路站5号口,8082,,310115,民生路
"[[121.39475562000001, 31.22931339000001]]",6,浦东大道站3号口,8180,,310107,
"[[121.48281630000002, 31.229366040000016]]",6,长寿路站7号口,8082,,310101,河南南路
"[[121.47416604, 31.229561250000003]]",6,北洋泾路站1号口,8082,,310101,西藏南路
"[[121.47522156000002, 31.22966443500001]]",6,浦东大道站4号口,8082,,310101,宁海东路
"[[121.49443241999995, 31.229750430000024]]",6,金沙江西路站4号口,8180,,310101,中山东二路531
"[[121.54362300000003, 31.22986481999998]]",6,金运路站4号口,8082,,310115,杨高中路
"[[121.52360177999999, 31.230100979999982]]",6,金运路站2号口,8082,,310115,世纪大道
"[[121.54493951999996, 31.230246285000014]]",6,东方明珠游船码头,8082,,310115,民生路
"[[121.45443587999998, 31.230315090000026]]",6,金运路站3号口,8082,,310106,茂名北路
"[[121.48269084000003, 31.230517454999983]]",6,浦东大道站1号口,8082,,310101,河南南路
"[[121.52421054000001, 31.23061155000004]]",6,金沙江西路站3号口,8082,,310115,
"[[121.48316369999999, 31.230629009999973]]",6,金运路站1号口,8082,,310101,河南南路
"[[121.45491143999999, 31.231057635]]",6,金沙江西路站2号口,8082,,310106,吴江路269轨道
"[[121.52178827999995, 31.231148534999974]]",6,枫桥路站2号口,8082,,310115,世纪大道
"[[121.37393447999997, 31.231188269999976]]",6,金运路站5号口,8301,,310107,中环路
"[[121.49219304000003, 31.23125622]]",6,新闸路出口,8180,,310101,中山东二路491
"[[121.52225736000005, 31.231608974999965]]",6,金沙江西路站5号口,8082,,310115,世纪大道
"[[121.45649202000001, 31.231723275000007]]",6,金运路站6号口,8082,,310106,吴江路153边门地铁
"[[121.45457303999996, 31.231747754999994]]",6,金运路站8号口,8082,,310106,南京西路
"[[121.41930996000004, 31.23176251499997]]",6,金运路站7号口,8082,,310107,光复西路
"[[121.51158299999996, 31.232051820000017]]",6,汉中路站3号口,8082,,310115,商城路
"[[121.45610232000001, 31.23219289499996]]",6,上海站出口,8082,,310106,南京西路821轨道
"[[121.49915795999998, 31.23232825499997]]",6,金沙江西路站1号口,8180,021-58781820,310115,滨江大道3528
"[[121.51147391999999, 31.23239215500002]]",6,汉中路站2号口,8082,,310115,商城路
"[[121.51292381999997, 31.232435940000002]]",6,枫桥路站3号口,8082,,310115,商城路
"[[121.6396377, 31.232589435]]",6,汉中路站4号口,8301,,310115,S20-外环高速公路
"[[121.40622126000002, 31.232678309999983]]",6,丰庄站2号口,8082,,310107,中山北路
"[[121.51276434, 31.23277613999999]]",6,枫桥路站1号口,8082,,310115,商城路
